LeadID,LeadDate,Source,City,Budget,PropertyType,Project,SalesOwner
6078,2024-01-14,Google Ads,Pune,10400000,Villa,Palm Towers,Shefali Mehta
6079,2024-05-19,Facebook,Mumbai,15700000,Plot,Palm Towers,Priya Kapoor
6080,2024-03-10,Facebook,Noida,12700000,Villa,Green Valley,Ravi Mehta
6081,2024-04-01,Facebook,Pune,13600000,Apartment,Palm Towers,Priya Kapoor
6082,2024-11-28,Google Ads,Gurgaon,18700000,Villa,Green Valley,Praveen Tambe
6083,2024-08-30,Referral,Gurgaon,6600000,Villa,Urban Square,Shefali Mehta
6084,2024-09-23,Google Ads,Mumbai,4000000,Villa,Sky Residency,Rohit Sharma
6085,2024-05-04,Referral,Noida,14300000,Villa,Sky Residency,Praveen Tambe
6086,2024-10-21,Google Ads,Hyderabad,19700000,Plot,Sky Residency,Ravi Mehta
6087,2024-12-09,Facebook,Bangalore,11900000,Villa,Sky Residency,Rohit Sharma
6088,2024-05-14,Channel Partner,Noida,11300000,Villa,Green Valley,Ravi Mehta
6089,2024-11-06,Housing,Gurgaon,8200000,Plot,Urban Square,Praveen Tambe
6090,2024-07-21,99acres,Gurgaon,17100000,Villa,Elite Heights,Shefali Mehta
6091,2024-05-27,Referral,Pune,15800000,Villa,Urban Square,Viral Kohli
6092,2024-05-30,Google Ads,Gurgaon,19700000,Apartment,Palm Towers,Aman Sharma
6093,2024-10-02,Channel Partner,Bangalore,13900000,Apartment,Elite Heights,Rohit Sharma
6094,2024-08-10,Google Ads,Gurgaon,15700000,Apartment,Sky Residency,Aman Sharma
6095,2024-04-13,99acres,Gurgaon,17500000,Villa,Sky Residency,Shefali Mehta
6096,2024-10-09,Google Ads,Pune,5200000,Apartment,Green Valley,Aman Sharma
6097,2024-02-19,Housing,Hyderabad,14900000,Apartment,Sky Residency,Shefali Mehta
6098,2024-12-09,Facebook,Noida,16900000,Villa,Elite Heights,Viral Kohli
6099,2024-02-16,Housing,Pune,16700000,Plot,Urban Square,Aman Sharma
6100,2024-04-17,Facebook,Bangalore,14800000,Villa,Palm Towers,Priya Kapoor
6101,2024-12-16,Facebook,Pune,6700000,Plot,Palm Towers,Riya Kapoor
6102,2024-12-25,Housing,Gurgaon,18100000,Villa,Elite Heights,Neha Singh
6103,2024-03-13,Google Ads,Bangalore,15400000,Apartment,Elite Heights,Priya Kapoor
6104,2024-07-12,Google Ads,Bangalore,9800000,Plot,Urban Square,Praveen Tambe
6105,2024-06-01,Walk-in,Hyderabad,6100000,Plot,Sky Residency,Aman Sharma
6106,2024-12-21,Housing,Pune,19900000,Apartment,Palm Towers,Viral Kohli
6107,2024-10-01,Housing,Pune,12800000,Apartment,Sky Residency,Viral Kohli
6108,2024-08-12,Google Ads,Gurgaon,11200000,Plot,Palm Towers,Viral Kohli
6109,2024-04-15,Walk-in,Noida,3600000,Plot,Elite Heights,Viral Kohli
6110,2024-12-31,Google Ads,Pune,18500000,Apartment,Sky Residency,Praveen Tambe
6111,2024-11-30,Facebook,Pune,11100000,Apartment,Green Valley,Sachin Tendulkar
6112,2024-07-17,99acres,Gurgaon,6200000,Villa,Palm Towers,Neha Singh
6113,2024-06-06,Referral,Bangalore,8400000,Plot,Green Valley,Riya Kapoor
6114,2024-02-24,Facebook,Gurgaon,16500000,Apartment,Urban Square,Aman Sharma
6115,2024-12-24,Housing,Pune,7200000,Apartment,Palm Towers,Sachin Tendulkar
6116,2024-03-14,Facebook,Pune,12400000,Plot,Urban Square,Sachin Tendulkar
6117,2024-07-23,Channel Partner,Hyderabad,14000000,Villa,Palm Towers,Ravi Mehta
6118,2024-05-03,Facebook,Hyderabad,9500000,Apartment,Urban Square,Praveen Tambe
6119,2024-11-27,Referral,Noida,7000000,Apartment,Palm Towers,Rohit Sharma
6120,2024-05-19,Google Ads,Gurgaon,16900000,Apartment,Green Valley,Praveen Tambe
6121,2024-12-25,Google Ads,Mumbai,19900000,Villa,Urban Square,Rohit Sharma
6122,2024-04-08,Facebook,Gurgaon,8000000,Apartment,Urban Square,Praveen Tambe
6123,2024-04-22,Google Ads,Noida,10500000,Villa,Sky Residency,Aman Sharma
6124,2024-07-28,Facebook,Bangalore,14900000,Villa,Sky Residency,Riya Kapoor
6125,2024-03-09,Facebook,Pune,11500000,Villa,Urban Square,Priya Kapoor
6126,2024-03-23,Referral,Bangalore,11300000,Villa,Urban Square,Viral Kohli
6127,2024-06-14,Google Ads,Mumbai,7800000,Villa,Elite Heights,Riya Kapoor
6128,2024-09-24,Referral,Noida,5600000,Villa,Green Valley,Riya Kapoor
6129,2024-11-13,Facebook,Gurgaon,10700000,Villa,Elite Heights,Riya Kapoor
6130,2024-06-11,Housing,Mumbai,10900000,Villa,Palm Towers,Aman Sharma
6131,2024-06-13,Walk-in,Mumbai,15300000,Villa,Green Valley,Viral Kohli
6132,2024-02-06,Google Ads,Gurgaon,13500000,Plot,Green Valley,Rohit Sharma
6133,2024-06-04,Google Ads,Pune,3700000,Apartment,Urban Square,Sachin Tendulkar
6134,2024-11-01,Housing,Bangalore,14400000,Apartment,Sky Residency,Riya Kapoor
6135,2024-11-11,99acres,Mumbai,12700000,Villa,Sky Residency,Shefali Mehta
6136,2024-12-21,Google Ads,Mumbai,6500000,Apartment,Green Valley,Ravi Mehta
6137,2024-06-23,Referral,Bangalore,17200000,Apartment,Urban Square,Viral Kohli
6138,2024-07-11,Housing,Noida,4400000,Plot,Palm Towers,Viral Kohli
6139,2024-05-10,99acres,Pune,19400000,Villa,Elite Heights,Viral Kohli
6140,2024-04-15,Google Ads,Mumbai,11400000,Plot,Sky Residency,Rohit Sharma
6141,2024-10-10,Facebook,Gurgaon,10000000,Apartment,Sky Residency,Ravi Mehta
6142,2024-09-30,Channel Partner,Bangalore,7100000,Apartment,Elite Heights,Rohit Sharma
6143,2024-05-19,Facebook,Gurgaon,7700000,Apartment,Elite Heights,Sachin Tendulkar
6144,2024-06-28,Referral,Gurgaon,10500000,Plot,Sky Residency,Viral Kohli
6145,2024-11-22,Referral,Bangalore,13600000,Plot,Green Valley,Viral Kohli
6146,2024-04-29,Walk-in,Gurgaon,18000000,Plot,Elite Heights,Neha Singh
6147,2024-09-20,Google Ads,Mumbai,7000000,Villa,Green Valley,Neha Singh
6148,2024-12-29,Google Ads,Gurgaon,14300000,Apartment,Sky Residency,Ravi Mehta
6149,2024-09-14,Referral,Bangalore,5400000,Apartment,Sky Residency,Praveen Tambe
6150,2024-07-27,Facebook,Mumbai,14600000,Plot,Urban Square,Rohit Sharma
6151,2024-10-12,Google Ads,Noida,12200000,Villa,Urban Square,Sachin Tendulkar
6152,2024-10-12,Facebook,Gurgaon,8100000,Villa,Urban Square,Neha Singh
6153,2024-07-16,Google Ads,Noida,15000000,Villa,Urban Square,Shefali Mehta
6154,2024-10-07,Referral,Mumbai,12300000,Villa,Green Valley,Priya Kapoor
6155,2024-02-13,Google Ads,Bangalore,6300000,Apartment,Green Valley,Ravi Mehta
6156,2024-11-23,Google Ads,Gurgaon,7800000,Plot,Green Valley,Neha Singh
6157,2024-07-22,99acres,Pune,12300000,Apartment,Urban Square,Sachin Tendulkar
6158,2024-10-20,Facebook,Gurgaon,9400000,Plot,Elite Heights,Rohit Sharma
6159,2024-05-24,Referral,Noida,17900000,Apartment,Green Valley,Viral Kohli
6160,2024-01-07,Google Ads,Mumbai,14200000,Plot,Green Valley,Riya Kapoor
6161,2024-04-26,Facebook,Noida,3100000,Plot,Elite Heights,Viral Kohli
6162,2024-04-04,Google Ads,Gurgaon,3300000,Villa,Sky Residency,Sachin Tendulkar
6163,2024-12-25,Google Ads,Hyderabad,12800000,Villa,Palm Towers,Riya Kapoor
6164,2024-12-13,Housing,Bangalore,13200000,Villa,Urban Square,Shefali Mehta
6165,2024-05-14,Facebook,Gurgaon,6800000,Apartment,Palm Towers,Shefali Mehta
6166,2024-07-23,Google Ads,Mumbai,10600000,Apartment,Palm Towers,Neha Singh
6167,2024-10-14,Google Ads,Gurgaon,3100000,Apartment,Green Valley,Aman Sharma
6168,2024-04-28,Facebook,Pune,14000000,Apartment,Urban Square,Riya Kapoor
6169,2024-07-15,Housing,Hyderabad,9700000,Apartment,Urban Square,Sachin Tendulkar
6170,2024-06-25,Channel Partner,Bangalore,7800000,Villa,Elite Heights,Priya Kapoor
6171,2024-11-26,Referral,Gurgaon,17800000,Apartment,Elite Heights,Viral Kohli
6172,2024-04-02,Google Ads,Bangalore,14000000,Apartment,Urban Square,Viral Kohli
6173,2024-04-21,Google Ads,Pune,6000000,Villa,Green Valley,Sachin Tendulkar
6174,2024-10-27,Facebook,Pune,10600000,Apartment,Green Valley,Aman Sharma
6175,2024-09-16,Housing,Hyderabad,13300000,Villa,Elite Heights,Shefali Mehta
6176,2024-05-29,99acres,Noida,13600000,Plot,Elite Heights,Priya Kapoor
6177,2024-12-13,Google Ads,Mumbai,19200000,Villa,Green Valley,Priya Kapoor
6178,2024-10-23,Housing,Noida,10200000,Villa,Elite Heights,Viral Kohli
6179,2024-11-13,Google Ads,Mumbai,11400000,Villa,Elite Heights,Ravi Mehta
6180,2024-05-03,99acres,Pune,18000000,Villa,Elite Heights,Sachin Tendulkar
6181,2024-02-13,Google Ads,Noida,19600000,Apartment,Palm Towers,Viral Kohli
6182,2024-10-15,Google Ads,Mumbai,5800000,Apartment,Palm Towers,Priya Kapoor
6183,2024-06-05,Google Ads,Gurgaon,4400000,Villa,Sky Residency,Praveen Tambe
6184,2024-01-15,Housing,Bangalore,18700000,Plot,Green Valley,Praveen Tambe
6185,2024-01-18,Google Ads,Mumbai,8700000,Villa,Elite Heights,Shefali Mehta
6186,2024-08-21,Google Ads,Gurgaon,7900000,Villa,Palm Towers,Praveen Tambe
6187,2024-11-03,Google Ads,Noida,5600000,Plot,Elite Heights,Ravi Mehta
6188,2024-03-03,Facebook,Gurgaon,4600000,Apartment,Urban Square,Aman Sharma
6189,2024-09-13,Google Ads,Mumbai,17900000,Apartment,Palm Towers,Shefali Mehta
6190,2024-12-22,Referral,Noida,7500000,Plot,Green Valley,Sachin Tendulkar
6191,2024-09-02,Facebook,Mumbai,5400000,Villa,Urban Square,Aman Sharma
6192,2024-03-08,Facebook,Noida,11400000,Villa,Urban Square,Rohit Sharma
6193,2024-03-25,Facebook,Mumbai,3800000,Plot,Elite Heights,Sachin Tendulkar
6194,2024-07-13,Facebook,Gurgaon,4600000,Plot,Green Valley,Ravi Mehta
6195,2024-08-25,Referral,Gurgaon,15800000,Plot,Green Valley,Ravi Mehta
6196,2024-05-15,Google Ads,Hyderabad,4200000,Villa,Urban Square,Rohit Sharma
6197,2024-10-17,Walk-in,Gurgaon,9100000,Villa,Urban Square,Shefali Mehta
6198,2024-09-30,99acres,Gurgaon,11600000,Plot,Sky Residency,Ravi Mehta
6199,2024-02-16,Housing,Pune,7300000,Plot,Green Valley,Sachin Tendulkar
6200,2024-10-20,Google Ads,Noida,15700000,Villa,Elite Heights,Viral Kohli
6201,2024-05-31,99acres,Noida,10100000,Apartment,Palm Towers,Viral Kohli
6202,2024-09-23,Google Ads,Gurgaon,6700000,Plot,Green Valley,Riya Kapoor
6203,2024-04-13,Google Ads,Pune,8500000,Villa,Palm Towers,Rohit Sharma
6204,2024-01-24,99acres,Hyderabad,19600000,Plot,Palm Towers,Rohit Sharma
6205,2024-08-16,Facebook,Mumbai,16600000,Plot,Palm Towers,Ravi Mehta
6206,2024-05-13,Housing,Bangalore,10400000,Villa,Elite Heights,Ravi Mehta
6207,2024-05-18,99acres,Bangalore,17400000,Apartment,Elite Heights,Neha Singh
6208,2024-01-07,Housing,Pune,8700000,Plot,Elite Heights,Ravi Mehta
6209,2024-12-29,Referral,Noida,5800000,Plot,Elite Heights,Shefali Mehta
6210,2024-07-05,Channel Partner,Bangalore,18900000,Apartment,Elite Heights,Praveen Tambe
6211,2024-02-10,Facebook,Bangalore,5500000,Plot,Elite Heights,Priya Kapoor
6212,2024-07-25,Facebook,Noida,10600000,Apartment,Green Valley,Ravi Mehta
6213,2024-04-27,Facebook,Bangalore,8300000,Villa,Elite Heights,Viral Kohli
6214,2024-04-20,99acres,Pune,12100000,Plot,Elite Heights,Neha Singh
6215,2024-01-27,Channel Partner,Bangalore,9600000,Villa,Urban Square,Riya Kapoor
6216,2024-05-11,99acres,Mumbai,15400000,Plot,Palm Towers,Aman Sharma
6217,2024-06-06,Facebook,Gurgaon,19000000,Villa,Sky Residency,Praveen Tambe
6218,2024-05-23,99acres,Mumbai,13400000,Plot,Elite Heights,Priya Kapoor
6219,2024-02-27,Google Ads,Pune,15100000,Villa,Palm Towers,Shefali Mehta
6220,2024-06-15,Google Ads,Pune,9900000,Apartment,Elite Heights,Viral Kohli
6221,2024-10-18,Google Ads,Gurgaon,16400000,Apartment,Green Valley,Praveen Tambe
6222,2024-08-09,Housing,Gurgaon,8300000,Plot,Sky Residency,Rohit Sharma
6223,2024-01-24,Google Ads,Hyderabad,17100000,Apartment,Elite Heights,Riya Kapoor
6224,2024-12-20,99acres,Mumbai,4000000,Villa,Palm Towers,Shefali Mehta
6225,2024-05-08,Google Ads,Gurgaon,10100000,Villa,Elite Heights,Sachin Tendulkar
6226,2024-02-13,Google Ads,Noida,18600000,Villa,Palm Towers,Sachin Tendulkar
6227,2024-03-17,Channel Partner,Mumbai,4000000,Apartment,Sky Residency,Viral Kohli
6228,2024-11-06,Housing,Pune,19700000,Villa,Elite Heights,Neha Singh
6229,2024-01-19,Facebook,Pune,6500000,Plot,Palm Towers,Rohit Sharma
6230,2024-08-03,Facebook,Hyderabad,3000000,Apartment,Palm Towers,Aman Sharma
6231,2024-03-19,Google Ads,Mumbai,12900000,Apartment,Sky Residency,Riya Kapoor
6232,2024-05-26,Google Ads,Pune,17800000,Apartment,Urban Square,Ravi Mehta
6233,2024-03-26,Facebook,Bangalore,13900000,Apartment,Palm Towers,Neha Singh
6234,2024-12-15,Google Ads,Gurgaon,8900000,Plot,Sky Residency,Viral Kohli
6235,2024-01-20,99acres,Noida,17600000,Villa,Palm Towers,Neha Singh
6236,2024-02-11,Google Ads,Gurgaon,7200000,Apartment,Urban Square,Viral Kohli
6237,2024-05-14,Channel Partner,Noida,9300000,Apartment,Sky Residency,Shefali Mehta
6238,2024-05-02,Google Ads,Gurgaon,7200000,Plot,Sky Residency,Ravi Mehta
6239,2024-11-09,Google Ads,Pune,4800000,Apartment,Palm Towers,Rohit Sharma
6240,2024-06-13,Walk-in,Noida,15600000,Villa,Palm Towers,Rohit Sharma
6241,2024-11-20,Channel Partner,Mumbai,10900000,Plot,Elite Heights,Aman Sharma
6242,2024-04-15,Housing,Pune,14000000,Villa,Elite Heights,Sachin Tendulkar
6243,2024-05-16,Google Ads,Hyderabad,6000000,Plot,Sky Residency,Rohit Sharma
6244,2024-12-01,Google Ads,Gurgaon,15200000,Plot,Elite Heights,Ravi Mehta
6245,2024-01-24,Facebook,Gurgaon,9500000,Plot,Urban Square,Shefali Mehta
6246,2024-09-13,Housing,Noida,7100000,Plot,Palm Towers,Rohit Sharma
6247,2024-08-18,Referral,Bangalore,6900000,Plot,Green Valley,Praveen Tambe
6248,2024-11-22,Walk-in,Pune,7400000,Plot,Elite Heights,Praveen Tambe
6249,2024-03-20,Google Ads,Hyderabad,8000000,Apartment,Palm Towers,Priya Kapoor
6250,2024-09-28,99acres,Noida,9000000,Apartment,Elite Heights,Rohit Sharma
6251,2024-05-22,Referral,Gurgaon,3700000,Apartment,Sky Residency,Riya Kapoor
6252,2024-10-23,99acres,Pune,12000000,Plot,Palm Towers,Priya Kapoor
6253,2024-01-06,Google Ads,Gurgaon,18600000,Plot,Sky Residency,Sachin Tendulkar
6254,2024-12-12,Google Ads,Pune,7500000,Apartment,Green Valley,Shefali Mehta
6255,2024-11-26,Housing,Hyderabad,12200000,Apartment,Green Valley,Praveen Tambe
6256,2024-07-19,Google Ads,Noida,5700000,Villa,Sky Residency,Neha Singh
6257,2024-03-11,Housing,Gurgaon,7500000,Villa,Green Valley,Ravi Mehta
6258,2024-02-09,Google Ads,Gurgaon,16000000,Plot,Palm Towers,Rohit Sharma
6259,2024-01-11,Walk-in,Gurgaon,17100000,Villa,Sky Residency,Sachin Tendulkar
6260,2024-06-04,Google Ads,Noida,16300000,Apartment,Palm Towers,Ravi Mehta
6261,2024-01-30,Referral,Mumbai,17200000,Plot,Palm Towers,Viral Kohli
6262,2024-11-25,Google Ads,Noida,8800000,Apartment,Palm Towers,Ravi Mehta
6263,2024-08-11,Google Ads,Noida,13800000,Apartment,Sky Residency,Ravi Mehta
6264,2024-01-05,Google Ads,Gurgaon,6300000,Plot,Urban Square,Sachin Tendulkar
6265,2024-03-15,Channel Partner,Gurgaon,18300000,Apartment,Palm Towers,Shefali Mehta
6266,2024-09-11,Channel Partner,Noida,18600000,Apartment,Urban Square,Sachin Tendulkar
6267,2024-07-12,Google Ads,Mumbai,19300000,Plot,Elite Heights,Rohit Sharma
6268,2024-10-03,Google Ads,Hyderabad,14200000,Villa,Urban Square,Praveen Tambe
6269,2024-05-24,99acres,Pune,19500000,Apartment,Sky Residency,Priya Kapoor
6270,2024-12-18,Channel Partner,Hyderabad,18000000,Apartment,Urban Square,Ravi Mehta
6271,2024-07-13,99acres,Noida,15500000,Plot,Palm Towers,Neha Singh
6272,2024-04-16,Facebook,Hyderabad,19400000,Villa,Urban Square,Ravi Mehta
6273,2024-11-29,Facebook,Mumbai,16900000,Apartment,Elite Heights,Rohit Sharma
6274,2024-03-14,99acres,Gurgaon,13600000,Apartment,Sky Residency,Sachin Tendulkar
6275,2024-08-11,Google Ads,Gurgaon,18200000,Plot,Palm Towers,Priya Kapoor
6276,2024-07-04,99acres,Hyderabad,9800000,Plot,Palm Towers,Praveen Tambe
6277,2024-08-23,Housing,Mumbai,10300000,Plot,Sky Residency,Riya Kapoor
6278,2024-06-03,Walk-in,Hyderabad,16800000,Plot,Urban Square,Rohit Sharma
6279,2024-11-06,Google Ads,Gurgaon,12300000,Plot,Elite Heights,Ravi Mehta
6280,2024-01-05,99acres,Noida,11500000,Plot,Urban Square,Viral Kohli
6281,2024-09-28,Housing,Gurgaon,7200000,Apartment,Urban Square,Aman Sharma
6282,2024-01-31,Facebook,Mumbai,16800000,Apartment,Sky Residency,Sachin Tendulkar
6283,2024-10-21,Channel Partner,Noida,8700000,Apartment,Green Valley,Viral Kohli
6284,2024-12-14,Google Ads,Bangalore,13500000,Apartment,Palm Towers,Priya Kapoor
6285,2024-02-11,Channel Partner,Bangalore,18500000,Apartment,Palm Towers,Shefali Mehta
6286,2024-11-12,Facebook,Mumbai,18500000,Apartment,Palm Towers,Sachin Tendulkar
6287,2024-06-28,Google Ads,Gurgaon,17200000,Villa,Palm Towers,Sachin Tendulkar
6288,2024-09-07,Channel Partner,Bangalore,15900000,Apartment,Green Valley,Priya Kapoor
6289,2024-09-02,99acres,Gurgaon,6400000,Plot,Palm Towers,Rohit Sharma
6290,2024-12-14,Walk-in,Noida,13300000,Villa,Green Valley,Shefali Mehta
6291,2024-01-06,Referral,Hyderabad,19000000,Villa,Sky Residency,Riya Kapoor
6292,2024-10-18,Facebook,Pune,13000000,Plot,Sky Residency,Aman Sharma
6293,2024-12-03,99acres,Bangalore,5400000,Villa,Palm Towers,Aman Sharma
6294,2024-04-30,Housing,Hyderabad,19300000,Plot,Palm Towers,Sachin Tendulkar
6295,2024-01-01,Walk-in,Gurgaon,11300000,Plot,Urban Square,Rohit Sharma
6296,2024-02-02,Google Ads,Noida,15600000,Plot,Urban Square,Priya Kapoor
6297,2024-02-28,Housing,Pune,5600000,Villa,Urban Square,Ravi Mehta
6298,2024-01-27,99acres,Noida,5500000,Apartment,Green Valley,Riya Kapoor
6299,2024-01-07,99acres,Mumbai,9700000,Apartment,Urban Square,Priya Kapoor
6300,2024-04-28,Channel Partner,Noida,3800000,Villa,Sky Residency,Aman Sharma
6301,2024-03-30,Walk-in,Gurgaon,13600000,Plot,Palm Towers,Shefali Mehta
6302,2024-06-11,Channel Partner,Gurgaon,3500000,Apartment,Elite Heights,Riya Kapoor
6303,2024-11-26,Facebook,Gurgaon,11200000,Apartment,Urban Square,Ravi Mehta
6304,2024-06-12,Google Ads,Noida,13700000,Apartment,Palm Towers,Rohit Sharma
6305,2024-07-13,Walk-in,Hyderabad,18400000,Apartment,Green Valley,Riya Kapoor
6306,2024-04-03,Channel Partner,Noida,10000000,Plot,Elite Heights,Aman Sharma
6307,2024-04-27,Facebook,Bangalore,5500000,Villa,Urban Square,Sachin Tendulkar
6308,2024-02-24,99acres,Pune,3600000,Apartment,Urban Square,Shefali Mehta
6309,2024-06-29,Referral,Pune,17000000,Apartment,Green Valley,Ravi Mehta
6310,2024-08-03,99acres,Bangalore,3600000,Apartment,Sky Residency,Rohit Sharma
6311,2024-09-02,Housing,Noida,9600000,Plot,Green Valley,Priya Kapoor
6312,2024-08-12,99acres,Bangalore,5000000,Apartment,Palm Towers,Neha Singh
6313,2024-10-28,Facebook,Noida,10700000,Apartment,Sky Residency,Ravi Mehta
6314,2024-12-25,Housing,Bangalore,19700000,Plot,Elite Heights,Shefali Mehta
6315,2024-12-29,Housing,Gurgaon,19300000,Plot,Green Valley,Neha Singh
6316,2024-12-08,Google Ads,Mumbai,16800000,Apartment,Urban Square,Priya Kapoor
6317,2024-12-26,Facebook,Gurgaon,13600000,Villa,Green Valley,Praveen Tambe
6318,2024-01-25,Facebook,Mumbai,12500000,Villa,Palm Towers,Riya Kapoor
6319,2024-10-05,Housing,Noida,11200000,Plot,Sky Residency,Neha Singh
6320,2024-08-06,Google Ads,Noida,13100000,Apartment,Elite Heights,Riya Kapoor
6321,2024-05-03,Google Ads,Hyderabad,19500000,Villa,Urban Square,Shefali Mehta
6322,2024-04-14,Google Ads,Gurgaon,18500000,Apartment,Urban Square,Aman Sharma
6323,2024-10-10,Google Ads,Gurgaon,12000000,Apartment,Sky Residency,Praveen Tambe
6324,2024-03-31,Google Ads,Bangalore,4400000,Plot,Palm Towers,Riya Kapoor
6325,2024-12-02,Facebook,Noida,16600000,Villa,Urban Square,Riya Kapoor
6326,2024-03-12,Referral,Mumbai,9100000,Villa,Urban Square,Neha Singh
6327,2024-09-29,Facebook,Noida,13200000,Apartment,Urban Square,Neha Singh
6328,2024-09-19,Google Ads,Mumbai,16300000,Plot,Urban Square,Neha Singh
6329,2024-09-24,99acres,Bangalore,19300000,Apartment,Elite Heights,Viral Kohli
6330,2024-04-16,Walk-in,Pune,17400000,Apartment,Sky Residency,Ravi Mehta
6331,2024-02-05,Google Ads,Gurgaon,6500000,Villa,Sky Residency,Neha Singh
6332,2024-05-19,Google Ads,Mumbai,7400000,Plot,Elite Heights,Priya Kapoor
6333,2024-07-31,Google Ads,Bangalore,8000000,Apartment,Elite Heights,Neha Singh
6334,2024-02-23,Facebook,Gurgaon,3800000,Apartment,Green Valley,Aman Sharma
6335,2024-04-23,99acres,Gurgaon,20000000,Plot,Urban Square,Neha Singh
6336,2024-04-21,Facebook,Pune,19700000,Villa,Palm Towers,Ravi Mehta
6337,2024-05-10,Google Ads,Mumbai,17800000,Apartment,Sky Residency,Viral Kohli
6338,2024-08-18,Referral,Pune,17100000,Plot,Urban Square,Ravi Mehta
6339,2024-04-20,Google Ads,Gurgaon,17300000,Villa,Urban Square,Viral Kohli
6340,2024-02-25,99acres,Pune,13200000,Apartment,Green Valley,Viral Kohli
6341,2024-12-05,Channel Partner,Noida,3100000,Plot,Elite Heights,Sachin Tendulkar
6342,2024-08-07,Facebook,Pune,15500000,Apartment,Urban Square,Sachin Tendulkar
6343,2024-06-06,Walk-in,Hyderabad,19800000,Villa,Elite Heights,Priya Kapoor
6344,2024-01-31,99acres,Mumbai,13300000,Plot,Elite Heights,Praveen Tambe
6345,2024-12-09,Channel Partner,Noida,17100000,Villa,Elite Heights,Neha Singh
6346,2024-11-25,99acres,Gurgaon,4300000,Apartment,Urban Square,Praveen Tambe
6347,2024-04-05,Google Ads,Noida,17200000,Plot,Elite Heights,Priya Kapoor
6348,2024-12-11,Google Ads,Noida,10400000,Apartment,Elite Heights,Sachin Tendulkar
6349,2024-08-30,Referral,Noida,17200000,Apartment,Green Valley,Praveen Tambe
6350,2024-11-26,Housing,Bangalore,17900000,Apartment,Urban Square,Viral Kohli
6351,2024-05-12,Referral,Hyderabad,8200000,Villa,Elite Heights,Ravi Mehta
6352,2024-08-17,99acres,Bangalore,7500000,Plot,Urban Square,Neha Singh
6353,2024-09-25,Facebook,Gurgaon,3900000,Villa,Green Valley,Priya Kapoor
6354,2024-12-11,Google Ads,Hyderabad,10900000,Plot,Green Valley,Ravi Mehta
6355,2024-08-06,Google Ads,Noida,5400000,Apartment,Sky Residency,Sachin Tendulkar
6356,2024-07-17,Google Ads,Noida,14700000,Villa,Green Valley,Shefali Mehta
6357,2024-07-23,99acres,Gurgaon,18900000,Apartment,Elite Heights,Ravi Mehta
6358,2024-10-21,Channel Partner,Mumbai,9400000,Plot,Urban Square,Rohit Sharma
6359,2024-09-26,Google Ads,Mumbai,9800000,Villa,Elite Heights,Riya Kapoor
6360,2024-09-08,Facebook,Bangalore,18600000,Apartment,Urban Square,Shefali Mehta
6361,2024-08-05,Google Ads,Bangalore,16500000,Apartment,Urban Square,Aman Sharma
6362,2024-10-14,Channel Partner,Bangalore,3500000,Apartment,Green Valley,Sachin Tendulkar
6363,2024-04-06,Google Ads,Bangalore,14100000,Villa,Urban Square,Praveen Tambe
6364,2024-05-29,Google Ads,Noida,13200000,Villa,Sky Residency,Priya Kapoor
6365,2024-09-13,Housing,Gurgaon,13500000,Plot,Sky Residency,Neha Singh
6366,2024-02-27,Google Ads,Pune,10300000,Plot,Green Valley,Rohit Sharma
6367,2024-03-18,Google Ads,Bangalore,12100000,Villa,Sky Residency,Priya Kapoor
6368,2024-05-14,Housing,Noida,10500000,Apartment,Urban Square,Priya Kapoor
6369,2024-02-28,Google Ads,Noida,5500000,Plot,Elite Heights,Viral Kohli
6370,2024-03-11,Referral,Noida,11300000,Apartment,Palm Towers,Sachin Tendulkar
6371,2024-09-01,Google Ads,Bangalore,9100000,Villa,Sky Residency,Ravi Mehta
6372,2024-09-13,Referral,Gurgaon,15600000,Plot,Palm Towers,Shefali Mehta
6373,2024-11-26,Channel Partner,Hyderabad,18000000,Apartment,Palm Towers,Praveen Tambe
6374,2024-02-03,Google Ads,Hyderabad,18500000,Villa,Palm Towers,Priya Kapoor
6375,2024-01-11,Google Ads,Gurgaon,4700000,Apartment,Sky Residency,Viral Kohli
6376,2024-11-27,99acres,Gurgaon,3300000,Plot,Green Valley,Neha Singh
6377,2024-02-29,99acres,Gurgaon,13200000,Apartment,Elite Heights,Rohit Sharma
6378,2024-04-26,Referral,Noida,4200000,Plot,Palm Towers,Praveen Tambe
6379,2024-03-15,99acres,Mumbai,7700000,Apartment,Sky Residency,Rohit Sharma
6380,2024-04-01,Referral,Mumbai,5100000,Plot,Green Valley,Rohit Sharma
6381,2024-10-04,Facebook,Gurgaon,9100000,Plot,Sky Residency,Shefali Mehta
6382,2024-04-18,Referral,Hyderabad,8600000,Villa,Green Valley,Viral Kohli
6383,2024-10-28,Channel Partner,Pune,12300000,Villa,Palm Towers,Priya Kapoor
6384,2024-07-21,Facebook,Pune,18600000,Apartment,Green Valley,Sachin Tendulkar
6385,2024-12-23,99acres,Mumbai,3500000,Apartment,Green Valley,Ravi Mehta
6386,2024-03-31,Walk-in,Mumbai,15000000,Plot,Elite Heights,Rohit Sharma
6387,2024-10-30,Referral,Pune,7900000,Villa,Elite Heights,Viral Kohli
6388,2024-05-03,Referral,Gurgaon,6200000,Apartment,Urban Square,Ravi Mehta
6389,2024-09-01,Facebook,Mumbai,10200000,Apartment,Palm Towers,Sachin Tendulkar
